Player Name,Year,Rounds Played in Year,Average Fairway Percentage,Average Driving Distance,Average GIR,Average Putts,Average Scrambling,Average Score,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Top 10 Placements
Adam Scott,2015,51,60.69,311.6,69.62,30.11,54.09,70.456,-0.396,0.206,0.682,0.114,-0.195,3
Whee Kim,2015,71,60.4,282.4,68.2,29.07,57.72,71.097,-0.093,-0.013,-0.201,0.324,-0.043,2
Cameron Percy,2015,72,60.31,290,67.78,29.31,56.16,71.039,-0.142,0.02,0.128,-0.002,0.037,1
Rory Sabbatini,2015,81,60.3,290,67.83,28.94,63.11,70.435,-0.106,0.461,0.094,0.375,0.097,4
J.J. Henry,2015,94,60.29,292.3,69.88,30.24,54.3,71.334,-0.414,-0.308,0.066,-0.088,0.127,1
Jonas Blixt,2015,78,60.26,287.6,62.71,28.56,58.57,71.238,0.122,-0.44,-0.115,-0.655,0.209,1
Jamie Donaldson,2015,50,60.09,294.9,63.83,28.96,59.48,71.102,0.349,0.341,0.095,-0.15,0.046,2
Vijay Singh,2015,78,60.06,290.6,66.24,29.15,60.97,70.761,-0.511,0.302,0.152,0.42,0.241,1
Sangmoon Bae,2015,98,60.03,289.8,62.93,28.55,61.16,71.036,0.26,0.059,0.251,-0.276,-0.176,4
James Hahn,2015,94,59.89,295.1,66.13,29,58.46,70.896,0.048,0.355,0.106,0.135,0.065,2
Louis Oosthuizen,2015,68,59.84,298.8,68.28,29.19,61.3,70.16,-0.22,0.605,0.339,0.397,0.088,6
Carlos Ortiz,2015,100,59.84,298.4,66.84,29.26,55.5,71.098,0.172,0.124,0.355,-0.238,-0.166,1
Matt Jones,2015,89,59.7,296,64.05,28.25,61.27,70.812,0.401,0.664,0.249,-0.319,0.333,3
Lee Westwood,2015,56,59.7,300,66.45,29.29,52.23,70.484,0.595,0.879,0.094,0.292,-0.102,1
Greg Owen,2015,58,59.63,293.8,69.25,29.86,59.81,71.512,-0.798,-0.226,0.036,0.407,0.129,2
Geoff Ogilvy,2015,50,59.59,293.7,66.55,30.44,51.56,71.559,-0.692,-0.432,0.138,0.082,0.039,1
Sergio Garcia,2015,59,59.47,300,67.56,28.96,58.41,69.958,-0.022,1.045,0.442,0.468,0.157,4
Robert Streb,2015,110,59.47,297.1,69.14,29.1,59.57,70.13,0.381,1.093,0.309,0.175,0.228,9
Roger Sloan,2015,56,59.45,293.6,63.14,29.33,53.62,72.533,-0.502,-1.605,-0.168,-0.746,-0.19,
Andrew Svoboda,2015,80,59.32,287.1,63.6,29.51,51.08,72.119,-0.026,-1.067,-0.171,-0.41,-0.46,1
Erik Compton,2015,86,59.31,288.4,63.18,28.44,60.53,71.228,0.469,0.084,-0.216,-0.217,0.047,1
Scott Piercy,2015,90,59.3,296.7,66.73,28.88,58.63,70.688,0.006,0.329,0.27,0.224,-0.172,4
Luke Donald,2015,71,59.28,277,65.57,29.17,61.14,70.555,0.289,0.584,-0.793,0.573,0.514,2
Carl Pettersson,2015,106,59.05,291.6,63,28.44,62.18,70.866,0.335,0.236,-0.038,0.035,-0.097,3
Hunter Mahan,2015,88,58.91,295.1,65.79,28.98,59.6,71.124,0.39,0.12,-0.023,-0.249,0.003,3
Jeff Overton,2015,94,58.87,284.8,65.7,28.78,58.8,70.836,0.105,0.091,-0.036,0.041,-0.018,1
Luke Guthrie,2015,84,58.86,283.9,63.75,28.7,57.57,71.211,0.11,-0.037,-0.314,0.02,0.147,1
Tom Hoge,2015,83,58.84,292.2,66.03,28.9,58.59,70.812,0.005,0.415,0.035,0.456,-0.08,2
Martin Laird,2015,77,58.54,300.5,66.31,29.12,60.17,70.772,0.1,0.306,-0.078,0.302,-0.019,3
Harris English,2015,105,58.51,298.4,67.05,28.83,61.65,70.235,0.56,0.777,0.009,0.207,0,3
Justin Thomas,2015,106,58.24,303.2,68.92,28.64,61.55,70.105,0.042,0.968,0.352,0.385,0.188,7
Michael Thompson,2015,83,58.24,289.3,65.43,29.35,55.36,71.23,0.153,-0.195,-0.089,-0.301,0.041,1
Byron Smith,2015,59,58.15,291.9,68.89,29.84,54.22,71.801,-0.597,-0.873,-0.085,-0.149,-0.042,
Andres Gonzales,2015,90,58.06,294.5,66.67,28.99,55.62,71.427,0.177,-0.537,-0.386,-0.349,0.022,3
Charley Hoffman,2015,97,58.01,298.9,66.19,28.83,58.74,70.613,0.065,0.335,0.47,0.137,-0.338,6
Scott Stallings,2015,60,57.74,291.8,65,29.27,54.23,71.961,-0.392,-0.558,-0.061,-0.053,-0.052,1
Jim Renner,2015,68,57.44,283.3,65.24,30.06,54.96,72.431,-0.995,-1.449,-0.501,0.085,-0.038,
Stewart Cink,2015,77,57.35,293.6,72.94,30.14,58.13,70.774,0.102,0.468,0.087,0.561,-0.282,1
Brooks Koepka,2015,84,57.33,308.2,69.48,29.1,56.63,69.861,0.421,1.081,0.407,0.2,0.052,8
Patrick Rodgers,2015,57,56.97,307.7,66.77,28.98,56.47,70.619,-0.003,0.129,0.68,-0.456,-0.09,
Chesson Hadley,2015,101,56.87,290.7,63.59,28.68,57.7,71.798,0.168,-0.357,-0.08,-0.218,-0.227,3
Martin Flores,2015,95,56.83,296.8,68.32,29.6,58.77,70.919,-0.216,0.038,0.349,-0.142,0.047,
Ernie Els,2015,57,56.79,291.7,64.52,29.79,56.59,71.83,-0.609,-0.6,-0.285,0.192,0.102,
Robert Garrigus,2015,70,56.72,301.7,63.97,29.41,53.04,71.774,-0.697,-0.887,0.345,-0.318,-0.217,
Retief Goosen,2015,81,56.57,292.6,62.19,29.04,59.35,71.667,0.027,-0.338,-0.271,-0.056,-0.039,3
Ryan Palmer,2015,80,56.57,305.2,66.81,29,60.57,70.102,0.147,0.96,0.356,0.529,-0.072,4
Bubba Watson,2015,71,56.55,315.2,69.32,28.96,61.89,69.296,0.212,2.088,1.194,0.684,-0.002,7
Max Homa,2015,78,56.45,294.2,62.99,28.85,59.23,71.763,-0.11,-0.729,0.066,-0.467,-0.218,1
Jason Kokrak,2015,88,56.41,305.6,67.3,28.99,58.3,70.654,-0.012,0.293,0.464,-0.014,-0.144,2
Ryo Ishikawa,2015,90,56.39,289.2,66.41,28.95,55.45,71.246,-0.103,-0.051,-0.408,0.436,0.025,2
D.A. Points,2015,72,56.37,280.8,64.29,29.24,59.78,71.701,-0.054,-0.451,-0.82,0.224,0.199,
Gary Woodland,2015,81,56.21,305.5,66.74,29.53,56.66,70.982,0.077,0.198,0.177,0.227,-0.284,4
Nick Taylor,2015,91,56.05,292.3,64.41,28.8,58.32,71.716,0.112,-0.377,-0.08,-0.224,-0.185,1
Jhonattan Vegas,2015,90,56.01,299.9,65.44,29.29,59.25,71.326,0.086,-0.267,0.173,-0.314,-0.212,
Phil Mickelson,2015,70,55.98,300.5,61.51,28.23,59.38,70.585,0.262,0.581,0.072,0.022,0.225,3
Jason Day,2015,75,55.94,313.7,70.83,28.44,65.34,69.161,0.586,2.106,0.772,0.461,0.287,8
Ángel Cabrera,2015,53,55.9,299.7,64.88,29.87,50.45,71.734,-0.572,-0.604,0.06,0.336,-0.428,
Eric Axley,2015,57,55.54,286.4,61.21,28.55,60.68,71.977,0.15,-0.952,-0.541,-0.372,-0.189,
Dustin Johnson,2015,75,55.53,317.7,67.05,28.47,57.85,69.585,0.128,1.455,0.96,0.579,-0.212,8
Jonathan Randolph,2015,72,55.19,287.2,64.37,29.2,60.8,71.606,0.132,-0.718,-0.408,-0.234,-0.208,
Marc Leishman,2015,74,54.99,294.8,65.62,28.99,56.67,70.569,-0.02,0.302,0.021,0.199,0.102,4
Andrew Putnam,2015,68,54.98,278.7,59.9,28.33,56.71,72.278,0.525,-0.905,-1.411,-0.132,0.113,
Seung-Yul Noh,2015,65,54.87,292.7,65.9,29.31,54.89,71.465,0.066,-0.154,-0.555,0.147,0.188,1
Morgan Hoffmann,2015,85,54.83,296.1,61.11,28.29,59.16,70.988,0.232,0.196,-0.032,-0.347,0.343,2
Patrick Reed,2015,103,54.78,292.9,64.42,28.16,61.99,70.292,0.394,0.859,-0.071,0.263,0.273,3
Tony Finau,2015,106,54.3,309,67.61,29.11,56.15,70.281,-0.006,0.628,0.383,0.224,0.027,5
Camilo Villegas,2015,83,54.12,292.2,63.05,28.93,59.06,71.067,0.195,0.176,-0.296,0.133,0.143,
Ricky Barnes,2015,82,54.1,283.3,60.47,28.31,60,71.647,0.159,-0.396,-0.819,-0.072,0.336,1
J.B. Holmes,2015,89,54.05,309.9,63.66,28.32,59.35,70.581,-0.004,0.944,0.427,0.253,0.268,5
Steven Bowditch,2015,103,54.04,302.1,63.43,28.2,65.19,70.835,0.144,0.4,-0.053,0.056,0.253,2
Tyrone Van Aswegen,2015,58,53.39,285.6,66.77,29.48,58.2,71.684,-0.152,-0.58,-1.081,0.471,0.181,
Andres Romero,2015,69,52.67,295.3,61.7,28.64,56.7,71.427,0.19,-0.374,-0.269,-0.221,-0.073,2
Charles Howell III,2015,105,52.43,302.7,68.57,29.75,56.06,70.872,-0.216,0.383,0.34,0.199,0.059,3
Jimmy Walker,2015,89,52.23,301.6,66.09,28.7,57.71,70.268,0.692,0.933,-0.161,0.334,0.068,6
Padraig Harrington,2015,60,51.72,290.5,61.02,29.15,57.01,71.95,-0.493,-0.756,-0.434,-0.165,0.336,1
Derek Fathauer,2015,81,51.63,288.8,61.33,28.39,57.46,71.431,0.301,-0.173,-0.455,-0.198,0.179,1
Matt Every,2015,73,51.52,286.6,58.1,28.67,55.87,72.419,0.075,-0.968,-0.925,-0.074,-0.044,1
Aaron Baddeley,2015,76,50.29,294.1,62.46,28.28,61,71.218,0.722,-0.223,-0.596,-0.719,0.37,1
David Toms,2014,64,75.49,275.1,68.73,29.29,61.6,70.35,0.055,0.46,0.083,0.203,0.12,2
Tim Clark,2014,75,74.02,272.2,64.3,28.81,59.34,70.738,0.025,0.086,-0.286,0.253,0.094,3
Justin Hicks,2014,103,73.46,285.1,71.44,30.09,54.81,70.836,0.069,0.066,0.456,0.172,-0.631,3
Jim Furyk,2014,84,73.18,279.3,68.75,28.96,69.33,69.2,0.091,1.796,0.121,1.175,0.408,8
Heath Slocum,2014,71,72.41,277.8,67.31,29.71,61.58,70.737,-0.078,0.249,0.203,0.083,0.041,1
Zach Johnson,2014,97,70.51,282.2,67.42,28.9,60.75,70.159,0.106,0.857,0.145,0.513,0.093,5
Billy Hurley III,2014,86,70.44,276.7,65.89,29.38,61.36,70.696,0.039,0.309,-0.103,0.25,0.123,4
Ken Duke,2014,80,70.18,275.5,67.17,29.54,57.48,71.137,-0.409,-0.178,-0.092,0.329,-0.006,
Ryan Moore,2014,86,69.92,284.7,67.99,29.05,57.64,70.344,0.042,0.836,0.253,0.499,0.041,7
Boo Weekley,2014,73,69.57,288.3,68.06,30.56,53.14,71.307,-1.152,-0.277,0.732,0.044,0.099,1
"Ted Potter, Jr.",2014,68,69.56,278.4,65.11,29.31,62.76,71.087,-0.216,-0.09,0.134,0.096,-0.104,
Graeme McDowell,2014,66,69.2,278,65.77,28.56,60.47,69.642,0.882,1.171,-0.034,0.379,-0.055,8
Jeff Maggert,2014,54,68.83,276.6,65.74,29.98,58.26,71.612,-0.652,-0.748,-0.135,0.2,-0.161,1
Henrik Stenson,2014,56,68.78,293.2,69.03,29.89,51.83,70.166,-0.17,0.992,0.65,0.575,-0.064,3
John Merrick,2014,87,68.62,285.3,68.07,30.12,50.31,71.852,-0.568,-0.517,0.129,0.252,-0.329,
Kevin Streelman,2014,79,68.04,288.6,63.25,29,54.07,71.354,0.006,0.074,0.471,-0.242,-0.162,2
Brendon de Jonge,2014,109,67.87,287.9,64.48,29.06,57.1,70.801,-0.032,0.224,0.339,-0.012,-0.071,2
Russell Knox,2014,92,67.6,285.7,68,29.24,63.4,70.111,-0.116,0.822,0.221,0.502,0.215,3
David Hearn,2014,97,67.48,279.1,66.38,29.02,60.99,70.83,0.315,0.451,-0.118,0.146,0.108,3
Matt Kuchar,2014,91,67.37,283.8,66.92,28.74,62.4,69.416,0.457,1.573,0.21,0.527,0.38,10
Brian Davis,2014,93,67.23,278.2,61.47,28.59,61.55,71.232,0.145,0.061,-0.064,-0.419,0.399,
Nicholas Thompson,2014,85,67.08,287,66.67,30.33,52.88,71.657,-0.622,-0.517,0.174,0.301,-0.371,1
Billy Horschel,2014,92,67.04,291.6,70.43,29.86,55.32,70.521,0.22,0.738,0.473,0.132,-0.087,2
Mark Wilson,2014,69,67,279.6,63.25,29.77,55.58,71.732,-0.539,-0.804,-0.232,-0.112,0.079,
John Huh,2014,87,66.87,283.9,64.39,29.43,57.52,71.24,-0.159,-0.169,-0.059,0.016,0.033,2
Scott Brown,2014,100,66.55,287.2,65,28.78,58.73,70.936,0.211,0.345,0.277,-0.139,-0.005,4
Jerry Kelly,2014,80,66.49,277.5,65.56,28.55,62.1,70.349,0.239,0.527,-0.089,0.218,0.16,4
D.H. Lee,2014,54,66.47,276.2,59.89,29.14,58.73,71.914,0.024,-0.796,-0.332,-0.591,0.103,
Ben Crane,2014,81,66.4,279,63.44,28.78,59.1,70.954,0.138,-0.152,-0.297,-0.009,0.017,2
Daniel Summerhays,2014,98,66.3,282.2,66.89,29.16,58.22,70.566,0.492,0.675,0.04,0.138,0.005,2
Brian Stuard,2014,91,66.14,283.4,63.86,28.54,60.42,70.549,0.283,0.326,-0.034,0.195,-0.119,4
Andrew Svoboda,2014,77,66.14,287.4,68.11,29.7,59.05,70.713,-0.026,0.344,0.111,0.323,-0.064,2
William McGirt,2014,96,65.94,278.5,64.41,28.71,59.02,70.712,0.314,0.079,0.002,-0.202,-0.035,3
Y.E. Yang,2014,79,65.41,281.9,61.68,29.06,56.69,71.712,-0.073,-0.536,-0.097,-0.586,0.22,
Chad Campbell,2014,57,65.36,287.8,72.43,30.25,60.08,70.59,-0.434,0.275,0.056,0.641,0.011,1
Hunter Mahan,2014,88,65.1,295.8,66.67,29.33,54.71,70.574,0.207,0.52,0.687,-0.221,-0.153,5
Danny Lee,2014,84,65.05,284.2,64.44,29.16,57.62,70.802,0.141,0.018,0.157,-0.007,-0.272,1
Justin Leonard,2014,75,65.04,270.3,57.78,27.77,64.56,70.895,0.496,-0.181,-0.752,-0.497,0.571,2
Jason Bohn,2014,81,64.95,280,64.75,28.84,56.03,70.892,0.126,-0.127,-0.475,0.185,0.038,3
Spencer Levin,2014,59,64.92,280.1,64.31,29.17,59.89,71.086,-0.094,-0.324,-0.224,-0.113,0.107,
Kevin Chappell,2014,100,64.9,296.2,67.59,29.11,57.32,70.466,-0.278,0.692,0.386,0.526,0.058,1
Brendon Todd,2014,108,64.85,280.3,63.99,28.32,63.57,70.049,0.664,0.793,0.015,-0.174,0.289,7
Ben Curtis,2014,77,64.8,279.5,62.63,28.95,56.62,71.354,0.4,-0.216,-0.257,-0.416,0.057,1
Will MacKenzie,2014,82,64.5,290.6,65.58,29.02,55.91,70.685,0.154,0.224,0.044,-0.041,0.067,5
Derek Ernst,2014,80,64.41,297,63.52,29.92,51.3,72.593,-0.558,-1.356,0.312,-0.694,-0.415,
J.J. Henry,2014,91,64.39,290.7,69.6,30.33,56.72,71.064,-0.187,-0.219,0.192,-0.119,-0.105,
Ben Martin,2014,80,64.34,291.7,66.04,28.93,59.1,70.732,0.291,0.421,0.213,-0.097,0.015,3
Kevin Na,2014,94,64.32,280.3,64.72,28.46,65.16,69.996,0.315,0.954,-0.1,0.341,0.397,5
Kevin Stadler,2014,90,64.28,291.6,68.91,29.76,53.41,70.62,-0.467,0.411,0.505,0.386,-0.012,3
Hudson Swafford,2014,75,64.28,297.5,68.78,30.18,52.63,71.167,-0.2,-0.316,0.305,0.015,-0.436,1
John Senden,2014,99,64.25,288.9,67.85,29.17,60.21,70.27,0.476,0.805,0.224,0.127,-0.023,4
K.J. Choi,2014,80,64.22,279.8,62.08,28.81,56.78,70.87,0.332,0.293,-0.339,0.049,0.251,2
Shawn Stefani,2014,60,64.17,297.7,66.2,29.3,59.45,70.609,-0.146,0.418,0.412,0.065,0.086,2
Lucas Glover,2014,68,64.02,300.6,67,30.85,49.74,72.233,-1.475,-0.936,0.335,0.469,-0.265,
John Peterson,2014,62,64,288.1,65.56,29.9,55.91,71.47,-0.819,-0.48,0.415,0.539,-0.614,
Nick Watney,2014,80,63.97,295.8,67.33,29.69,56.01,70.756,-0.075,0.613,0.298,0.648,-0.258,2
Chris Stroud,2014,88,63.93,285.8,65.21,28.35,61.89,70.476,0.182,0.418,-0.174,0.132,0.278,4
Cameron Tringale,2014,111,63.87,282.9,66.77,29.17,59.34,70.63,0.107,0.668,0.008,0.322,0.23,2
Jason Dufner,2014,57,63.76,285.3,66.26,29.67,52.74,70.9,-0.576,0.522,0.316,0.59,0.192,4
Briny Baird,2014,50,63.7,281.6,63.44,29.58,56.84,71.679,-0.156,-0.575,-0.249,-0.183,0.013,1
Brandt Snedeker,2014,89,63.7,285.6,63.28,28.74,59.48,70.671,0.326,0.644,-0.043,0.143,0.217,3
Russell Henley,2014,92,63.67,293.7,61.84,28.92,52.37,71.379,0.332,-0.106,0.205,-0.371,-0.272,2
Roberto Castro,2014,76,62.95,283.9,60.44,29.12,55.79,71.617,-0.384,-0.3,-0.122,-0.159,0.365,1
Bill Haas,2014,107,62.94,291.9,68.62,29.33,60.37,70.132,0.147,1.09,0.296,0.382,0.265,4
Bo Van Pelt,2014,83,62.83,291.3,68.61,29.6,57.78,70.827,-0.053,0.378,0.048,0.468,-0.085,1
Chris Kirk,2014,105,62.78,291,63.46,28.44,63.3,70.15,0.374,0.862,0.033,0.287,0.169,3
Luke Donald,2014,57,62.56,278.1,63,28.59,60.59,70.735,0.517,0.69,-0.493,0.315,0.351,3
D.A. Points,2014,75,62.56,284.5,62.71,29.82,53.88,72.239,-0.344,-1.097,-0.424,-0.308,-0.021,
Keegan Bradley,2014,89,62.36,302.2,66.67,28.88,62.31,70.031,0.254,0.994,0.43,0.5,-0.19,6
Webb Simpson,2014,87,62.24,288.5,65.28,28.83,59.05,70.234,0.3,0.88,-0.027,0.333,0.275,8
George McNeill,2014,79,62.22,286.1,66.17,28.9,58.21,70.248,0.271,0.799,-0.061,0.537,0.053,4
Michael Thompson,2014,74,62.22,289.2,65.69,29.09,58.42,71.194,0.466,0.149,-0.211,-0.046,-0.06,1
Sergio Garcia,2014,61,62.19,294.3,68.68,28.59,66.67,68.95,0.167,1.984,0.382,1.15,0.286,8
Jim Herman,2014,62,62.18,294.7,66.38,29.74,54.7,71.619,-0.362,-0.85,0.302,-0.238,-0.551,
Graham DeLaet,2014,80,62.07,303.4,70.68,29.75,58.75,69.943,-0.093,1.168,0.36,0.895,0.007,7
Brian Gay,2014,81,61.99,271.6,59.21,28.16,65.69,71.493,0.268,-0.465,-0.508,-0.501,0.276,1
Richard Lee,2014,80,61.86,285.1,59.97,28.37,61.21,71.528,0.446,-0.432,-0.15,-0.75,0.021,2
Jonathan Byrd,2014,76,61.58,288.1,64.89,29.1,58.02,71.083,-0.271,-0.298,0.079,-0.265,0.159,1
Hideki Matsuyama,2014,82,61.52,294.8,64.03,28.88,60.42,70.083,-0.393,1.152,0.325,1.022,0.198,4
Adam Scott,2014,68,61.51,303.5,68.79,28.76,60.73,69.205,0.22,1.72,0.725,0.61,0.166,8
Robert Allenby,2014,83,61.47,284.9,67.63,29.85,59.96,70.92,-0.163,0.105,-0.05,0.552,-0.234,
Woody Austin,2014,63,61.45,278.5,60.83,29.14,54.81,71.743,-0.137,-0.833,-0.318,-0.169,-0.21,
Kevin Kisner,2014,85,61.43,287.8,65.29,28.78,56.69,70.718,0.388,0.397,0.049,0.076,-0.116,3
Troy Merritt,2014,62,61.43,285.2,65.05,29.18,56.15,70.9,0.024,-0.099,-0.213,0.261,-0.171,1
Willy Wilcox,2014,51,61.4,297.3,66.89,29.59,58.9,70.819,-0.204,0.349,0.487,0.203,-0.138,2
Sangmoon Bae,2014,76,61.39,288.5,62.94,28.88,57.4,71.168,0.418,0.216,0.179,-0.299,-0.081,
Ian Poulter,2014,57,61.35,288.1,62.4,28.64,58.05,70.722,0.067,-0.038,0.042,-0.176,0.028,2
Martin Kaymer,2014,65,61.27,294.9,64.58,29,53.43,70.468,-0.111,0.244,0.279,0.37,-0.294,3
Martin Laird,2014,66,61.26,297.2,66.31,29.76,53.72,71.436,-0.154,-0.116,0.238,-0.205,0.004,1
Kyle Stanley,2014,87,61.26,297.5,66.87,30.36,52.73,71.745,-1.385,-0.834,0.44,0.623,-0.511,1
Josh Teater,2014,90,61.22,294.6,65.09,29.59,57.69,71.301,-0.218,-0.143,0.239,-0.091,-0.072,
Lee Westwood,2014,57,61.22,292.3,63.69,28.95,56.28,70.738,0.151,0.646,0.334,0.037,0.124,2
Jhonattan Vegas,2014,77,61.16,304.8,69.11,30.13,59.23,71.022,-0.37,-0.056,0.628,-0.439,0.125,2
Scott Langley,2014,95,61.08,281.3,64.16,28.72,61.67,70.662,0.268,0.284,-0.395,0.15,0.262,1
Michael Putnam,2014,106,61.08,293,67.05,29.76,56.69,70.905,-0.409,0.108,0.111,0.469,-0.063,1
Wes Roach,2014,67,61.05,293,64.2,28.9,57.64,71.206,0,-0.554,-0.149,-0.107,-0.298,1
Brian Harman,2014,111,60.96,289,64.26,28.65,59.66,70.391,0.113,0.515,-0.014,0.296,0.121,6
Louis Oosthuizen,2014,50,60.9,300.5,66.43,29.98,51.8,70.852,-0.429,-0.217,0.724,-0.145,-0.367,1
James Hahn,2014,82,60.83,289.6,63.96,29.65,55.11,71.186,-0.306,-0.236,0.162,0.009,-0.102,2
Vijay Singh,2014,83,60.66,289.7,65.39,29.54,59.19,70.933,-0.579,-0.025,0.167,0.126,0.261,1
Paul Casey,2014,56,60.49,293,65.77,29,56.23,70.152,0.283,1.008,-0.013,0.762,-0.024,
Bubba Watson,2014,76,60.47,314.3,67.96,28.99,59.14,69.712,-0.05,1.352,0.967,0.324,0.111,7
Stuart Appleby,2014,92,60.42,278.6,62.96,28.42,61,70.599,0.487,0.361,-0.311,-0.16,0.345,2
Brad Fritsch,2014,50,60.24,294.4,65.05,28.88,59.93,70.888,-0.05,0.06,-0.048,0.098,0.06,3
Pat Perez,2014,84,60.05,286.4,64.35,28.77,60.3,71.11,0.251,-0.004,-0.28,0.063,-0.039,3
Harris English,2014,95,59.95,299.2,68.36,29.28,57.44,70.094,-0.028,0.677,0.193,0.465,0.047,7
Camilo Villegas,2014,95,59.95,292.5,66.96,29.21,56.64,70.716,0,0.315,-0.159,0.413,0.061,1
Gonzalo Fernandez-Castaño,2014,83,59.93,288.1,60.84,28.72,57.79,71.294,-0.12,-0.211,-0.262,-0.07,0.24,1
Rickie Fowler,2014,91,59.93,297.5,64.51,28.46,62.06,70.172,0.29,0.769,0.264,0.213,0.003,7
Rory McIlroy,2014,66,59.93,310.5,69.44,28.59,58.52,68.827,0.274,2.266,1.367,0.602,0.022,9
Justin Rose,2014,70,59.92,295.1,66.91,28.85,61.23,69.624,-0.04,1.466,0.402,0.744,0.36,7
David Lingmerth,2014,80,59.83,289.8,63.3,28.93,54.58,71.469,-0.087,-0.307,0.094,-0.171,-0.142,2
John Rollins,2014,84,59.8,290.1,64.86,30.06,52.77,71.932,-0.252,-0.647,-0.204,0.002,-0.193,
Bronson La'Cassie,2014,51,59.76,284.9,61.35,29.13,60.24,71.772,-0.088,-0.519,-0.04,-0.535,0.145,
Chad Collins,2014,78,59.67,275.4,59.98,28.41,59.66,71.315,0.438,-0.446,-0.635,-0.522,0.273,1
Robert Streb,2014,75,59.62,300,65.65,28.9,59,70.502,0.119,0.438,0.461,-0.259,0.117,1
Brendan Steele,2014,89,59.51,298.9,66.47,29.24,59.45,70.798,0.121,0.519,0.237,0.222,-0.062,4
Tim Wilkinson,2014,86,59.51,282.4,61.72,28.55,63.19,70.714,0.205,0.127,-0.145,-0.287,0.354,3
Bryce Molder,2014,77,59.49,278.7,63.93,28.79,60.34,71.112,0.249,-0.233,-0.763,0.006,0.275,2
Gary Woodland,2014,93,59.49,304.1,66.55,29.1,60.11,70.249,-0.149,0.9,0.581,0.381,0.087,4
Stewart Cink,2014,91,59.45,293.7,66.36,29.52,55.35,70.847,-0.131,0.113,-0.007,0.442,-0.192,
Charl Schwartzel,2014,64,59.45,297.8,63.53,28.34,61.67,69.671,0.055,1.341,0.55,0.315,0.421,5
Freddie Jacobson,2014,91,59.35,284.6,62.58,28.38,61.34,70.604,0.704,0.411,-0.162,-0.199,0.068,4
Davis Love III,2014,74,59.04,296.3,64.51,29.63,55.43,71.364,-0.361,-0.418,0.176,0.053,-0.285,
Charlie Beljan,2014,76,59.02,303.8,65.2,29.64,52.99,71.28,-0.231,-0.289,0.523,-0.128,-0.453,1
Luke Guthrie,2014,85,58.99,287.6,63.53,28.49,61.29,70.638,0.19,0.299,-0.231,0.113,0.228,2
Kevin Tway,2014,64,58.95,294.5,64.35,30.15,52.99,71.912,-0.157,-0.834,0.048,-0.623,-0.102,
Brice Garnett,2014,92,58.91,289.3,65.15,29.05,59.6,71.039,0.109,-0.147,-0.056,-0.197,-0.002,1
Carl Pettersson,2014,91,58.79,295.5,66.67,29.44,57.33,70.52,-0.138,0.259,0.294,0.096,0.006,3
Jordan Spieth,2014,102,58.79,289.7,62.47,27.86,62.39,69.946,0.399,0.98,0.034,0.286,0.26,7
Jason Day,2014,54,58.72,301.2,64,28.71,64.95,69.626,0.317,1.389,0.495,0.176,0.402,3
Charley Hoffman,2014,93,58.69,299.2,67.08,28.97,59.53,70.464,0.266,0.956,0.415,0.301,-0.026,5
Ryan Palmer,2014,85,58.55,300.4,66.67,28.73,58.24,69.993,0.295,1.265,0.76,0.133,0.078,6
Greg Chalmers,2014,85,58.51,280.7,59.88,28.16,59.49,71.251,0.856,-0.133,-0.503,-0.636,0.151,1
Geoff Ogilvy,2014,84,58.51,292.5,64.51,29.43,55.77,71.422,-0.331,-0.363,-0.02,0.038,-0.05,1
Trevor Immelman,2014,84,58.5,291.8,65.28,29.7,54.6,71.471,-0.474,-0.317,-0.006,-0.013,0.176,1
Matt Jones,2014,83,58.5,296.3,63.25,28.75,55.92,71.021,0.142,0.113,0.236,-0.421,0.157,1
Erik Compton,2014,88,58.48,283.3,63.07,28.78,58.8,70.829,0.282,0.023,-0.089,0.066,-0.235,3
Ángel Cabrera,2014,69,58.4,303.7,64.98,29.39,53.1,70.675,0.007,0.205,0.554,0.078,-0.434,1
Phil Mickelson,2014,71,58.01,292.4,65.26,28.58,61.71,70.278,0.234,0.868,0.201,0.166,0.266,1
Marc Leishman,2014,81,57.97,297.6,65.21,28.96,57.29,70.152,-0.017,0.749,0.164,0.546,0.056,6
Tommy Gainey,2014,73,57.92,294,64.01,29.3,50.56,71.51,0.019,-0.521,0.257,-0.057,-0.74,1
Charlie Wi,2014,72,57.74,281,60.87,28.57,62.27,71.067,0.112,-0.108,-0.35,-0.253,0.383,
Bud Cauley,2014,56,57.54,293.4,67.46,29.39,59.76,71.06,-0.389,-0.105,-0.073,-0.109,0.467,1
Jeff Overton,2014,80,57.36,287.5,65.79,28.87,60.47,70.734,0.017,0.061,0.056,-0.059,0.047,3
Robert Garrigus,2014,80,57.18,306.1,65.14,29,57.17,70.728,0.047,0.429,0.362,0.156,-0.136,2
Dustin Johnson,2014,58,57.18,311,68.03,28.74,59.76,69.546,0.082,1.331,0.73,0.533,-0.015,7
Chesson Hadley,2014,84,57.01,290.6,63.03,29,54.2,71.212,0.041,-0.14,-0.319,0.242,-0.102,3
Johnson Wagner,2014,69,56.95,287.1,64.1,29.29,58.33,71.444,0.05,-0.565,-0.209,-0.254,-0.152,1
Brooks Koepka,2014,56,56.91,307,64.98,28.95,57.51,70.052,0.162,0.958,0.425,0.598,-0.226,
