Player Name,Year,Rounds Played in Year,Average Fairway Percentage,Average Driving Distance,Average GIR,Average Putts,Average Scrambling,Average Score,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Top 10 Placements
Tom Gillis,2011,55,64.11,290.1,66.36,29.95,55.86,71.134,-0.436,-0.573,0.076,-0.212,-0.001,2
Brendon de Jonge,2011,105,64.04,287.8,66.45,28.81,60.33,70.429,0.273,0.576,-0.065,0.312,0.057,3
Brandt Snedeker,2011,85,64.02,287.2,64.9,28.51,61.45,69.859,0.588,1.094,0.127,0.191,0.189,5
Adam Scott,2011,60,63.98,299.7,68.08,29.39,59,69.872,-0.247,0.635,0.793,0.102,-0.013,5
Rich Beem,2011,53,63.87,286.1,61.95,29.81,52.89,72.76,-0.592,-1.281,-0.152,-0.257,-0.28,
Hunter Haas,2011,96,63.76,288.5,66.24,29.08,59.93,70.826,0.364,0.282,-0.015,-0.141,0.074,3
Kevin Streelman,2011,90,63.72,289.2,65.62,29.24,60.5,70.54,0.356,0.934,0.442,0.305,-0.168,3
Pat Perez,2011,76,63.64,291.4,65.42,28.84,58.35,70.826,0.221,0.492,0.319,-0.048,0.001,4
Bill Haas,2011,93,63.59,296.6,69.44,29.53,58.3,70.135,0.165,0.916,0.628,0.044,0.08,6
Bo Van Pelt,2011,92,63.59,297.4,68.02,29.57,58.69,70.092,-0.167,0.867,0.586,0.344,0.104,3
Spencer Levin,2011,113,63.53,286.3,67.99,29.34,60.35,69.851,0.04,0.846,0.097,0.508,0.202,4
Richard Johnson,2011,64,63.46,276.6,63.41,29.47,54.19,71.902,0.117,-1.044,-0.689,-0.335,-0.137,
Ben Martin,2011,74,63.43,289.5,64.76,29.34,52.93,71.419,0.406,-0.275,0.073,-0.301,-0.453,1
David Hearn,2011,88,63.36,290.9,68.82,29.51,59.47,70.709,0.223,0.222,0.217,0.016,-0.234,1
Chad Campbell,2011,99,63.31,291.1,71.13,30.12,57.54,70.273,-0.368,0.564,0.082,0.987,-0.137,1
Justin Rose,2011,79,63.27,290.6,69.48,29.64,57.92,70.332,0.047,0.984,0.186,0.508,0.243,3
Kevin Stadler,2011,88,63.25,293.2,68.06,29.71,52.39,71.295,-0.426,-0.218,0.109,0.4,-0.301,1
Kris Blanks,2011,92,63.11,284.9,68.89,29.7,57.94,70.952,-0.44,0.152,-0.078,0.576,0.095,2
Ryan Moore,2011,79,63.1,290.1,62.89,28.47,60.08,70.345,0.55,0.827,0.158,0.192,-0.071,3
Fabián Gómez,2011,84,63.08,288.4,65.2,29.43,52.1,71.639,-0.117,-0.602,-0.186,-0.146,-0.152,1
Lee Janzen,2011,62,63.04,290.1,63.1,28.95,54.84,71.525,0.17,-0.443,-0.401,-0.264,0.052,
Marc Turnesa,2011,54,62.93,282.8,65.6,29.69,52.8,71.533,0.219,-0.365,-0.077,-0.092,-0.416,1
Robert Allenby,2011,84,62.91,290.2,67.54,29.72,58.76,70.284,-0.173,0.818,0.462,0.494,0.035,3
Geoff Ogilvy,2011,69,62.89,290,62.63,28.47,59.68,70.164,0.517,0.722,0.017,0.029,0.159,3
Hunter Mahan,2011,92,62.85,291.6,68.79,29.21,58,69.905,0.527,1.218,0.371,0.066,0.254,7
Daniel Summerhays,2011,75,62.83,284.9,63.24,29.7,55.07,72.487,-0.292,-1.581,-0.719,-0.434,-0.134,
Steve Stricker,2011,70,62.47,288.8,66.02,27.96,64.93,69.362,0.78,1.73,0.047,0.538,0.364,5
Greg Chalmers,2011,88,62.42,279.6,61.24,27.77,65.17,70.596,0.635,0.42,-0.411,-0.057,0.253,2
Carl Pettersson,2011,95,62.29,291.8,65.77,28.75,58.46,70.289,0.485,0.77,0.113,0.147,0.025,4
Alexandre Rocha,2011,65,62.23,290.9,68.23,30.54,55.21,71.262,-0.001,-0.375,-0.184,0.005,-0.195,
Y.E. Yang,2011,63,62.23,290.2,62.52,28.69,61.31,70.277,0.267,0.27,0.152,-0.111,-0.038,4
Troy Merritt,2011,63,62.04,286.8,64.12,29.75,56.35,72.083,-0.334,-1.031,-0.181,-0.468,-0.049,
K.J. Choi,2011,77,61.99,285.6,65.93,29.17,60.87,69.993,0.163,1.079,-0.07,0.689,0.296,6
Webb Simpson,2011,98,61.93,296.2,69.84,28.77,62.22,69.252,0.271,1.764,0.476,0.755,0.261,7
Sung Kang,2011,63,61.82,294.2,64.78,29.19,56.68,70.849,-0.042,-0.184,0.135,-0.003,-0.274,1
Trevor Immelman,2011,84,61.74,288.5,68.12,29.61,58.09,70.433,0.297,0.333,-0.299,0.085,0.25,
Charl Schwartzel,2011,58,61.73,297,65.97,29.25,59.77,69.619,0.052,0.95,0.49,0.287,0.121,3
Keegan Bradley,2011,91,61.5,300.7,65.9,29.26,56.18,70.257,0.007,0.279,0.683,-0.33,-0.081,4
Andres Gonzales,2011,60,61.49,293.1,64.42,29.31,52.85,71.634,0.143,-0.652,-0.473,-0.184,-0.137,
Josh Teater,2011,104,61.48,302.3,66.89,29.5,54.45,71.057,-0.089,0.085,0.632,-0.39,-0.068,1
Retief Goosen,2011,50,61.44,289.9,64.4,29.06,58.28,70.731,0.244,0.405,-0.204,0.212,0.154,1
Steve Flesch,2011,88,61.43,282.5,59.85,28.55,57,71.119,0.32,-0.255,-0.46,-0.367,0.253,1
Charlie Wi,2011,83,61.35,285.8,63.65,28.41,58.93,70.757,0.808,0.305,-0.133,-0.608,0.239,1
Roland Thatcher,2011,67,61.16,293.1,64.26,29.07,58,71.478,0.194,-0.491,-0.007,-0.259,-0.419,2
Bill Lunde,2011,92,61.11,291.5,69.38,29.77,56.7,71.046,0.003,0.06,0.156,0.027,-0.126,
Cameron Beckman,2011,71,61.05,284.3,63.18,29.18,56.76,71.642,-0.112,-0.653,-0.423,-0.061,-0.057,
Lucas Glover,2011,74,61.05,294.6,65.92,29.26,53.74,70.445,0.236,0.442,0.27,0.052,-0.116,1
Cameron Tringale,2011,110,60.99,294.3,67.3,29.47,57.69,70.751,0.197,0.239,0.154,-0.133,0.022,4
Steve Marino,2011,76,60.98,295.2,65.79,29.17,57.69,70.735,0.089,0.565,0.364,0.184,-0.072,3
Nate Smith,2011,66,60.98,281.2,61.57,28.68,58.07,71.833,0.411,-0.883,-0.882,-0.547,0.136,
Kevin Kisner,2011,70,60.96,284.3,60.59,28.92,54.85,71.858,0.139,-0.906,-0.247,-0.707,-0.09,
Freddie Jacobson,2011,92,60.82,287.4,63.56,28.19,60.62,69.854,0.629,0.904,-0.017,0.105,0.187,3
William McGirt,2011,103,60.78,289.9,68.63,29.56,59.75,70.726,0.185,0.162,-0.039,-0.021,0.036,
Jeff Overton,2011,92,60.46,295.3,64.53,29.33,54.73,70.802,0.154,0.196,0.402,-0.119,-0.241,3
Ryuji Imada,2011,83,60.36,283.4,64.26,29.01,58.8,71.115,-0.157,-0.117,-0.211,-0.085,0.337,2
Charley Hoffman,2011,93,60.34,299.8,66.79,29.41,53.64,71.097,-0.256,0.525,0.453,0.2,0.129,1
Jonathan Byrd,2011,83,60.33,291.6,65.65,28.9,57.2,70.783,0.116,0.469,-0.041,0.248,0.147,4
Michael Thompson,2011,79,60.14,291,65.3,28.88,60.75,70.942,0.448,-0.052,-0.335,-0.321,0.156,1
Ernie Els,2011,71,60.1,288.1,69.89,30.39,51.07,71.062,-0.705,0.16,0.121,0.635,0.109,
Bobby Gates,2011,82,60.1,297.4,64.71,29.8,51.49,71.616,-0.452,-0.898,0.133,-0.183,-0.396,3
Chris Stroud,2011,88,60.03,291.2,67,29.49,57.31,70.838,-0.155,0.057,-0.06,0.23,0.041,2
George McNeill,2011,69,59.95,295,64.21,29.03,56.23,70.797,-0.018,-0.002,0.13,0.039,-0.153,4
D.J. Trahan,2011,91,59.81,298.6,68.99,30.12,58.27,70.87,-0.815,0.169,0.565,0.405,0.015,1
Vijay Singh,2011,79,59.67,294.3,66.46,29.53,57.23,70.61,-0.131,0.6,0.315,0.26,0.156,4
Joseph Bramlett,2011,73,59.54,295.6,65.21,29.68,56.51,71.714,-0.581,-0.47,0.03,0.068,0.013,
Kyle Stanley,2011,98,59.52,304.6,68.21,29.46,54.17,70.317,-0.506,0.665,0.516,0.515,0.139,2
Davis Love III,2011,70,59.45,298.5,68.25,30.04,54,70.548,-0.318,0.389,0.245,0.528,-0.065,2
Nathan Green,2011,81,59.44,285,62.34,28.74,60.92,71.298,0.108,-0.394,-0.367,-0.225,0.091,
Jim Renner,2011,65,59.1,296.8,65.01,29.18,58.22,71.372,0.149,-0.111,0.162,-0.188,-0.234,2
Paul Stankowski,2011,78,59.05,283.9,65.2,28.96,59.42,71.165,0.324,-0.02,-0.529,-0.014,0.199,
Kevin Chappell,2011,78,59,295.8,64.89,29.03,58.46,71.221,-0.501,-0.314,0.14,0.082,-0.036,2
Tommy Gainey,2011,104,58.97,296.7,67,29.39,55.39,70.814,0.112,0.27,0.245,0.167,-0.254,6
Jarrod Lyle,2011,83,58.86,286.1,61.95,29.35,57.3,71.617,-0.163,-0.82,-0.175,-0.505,0.024,1
Troy Matteson,2011,91,58.83,300.2,65.64,29.31,55.58,71.184,-0.15,-0.162,0.295,-0.089,-0.218,2
Ricky Barnes,2011,78,58.55,293.3,66.52,29.54,56.6,70.572,-0.48,0.224,-0.011,0.584,0.132,2
Martin Laird,2011,77,58.51,303,66.59,28.91,59.08,70.341,0.161,0.996,0.499,0.234,0.103,6
Stuart Appleby,2011,65,58.2,287.5,61.62,29.02,55.9,71.554,-0.184,-0.663,-0.461,-0.152,0.134,1
Nick Watney,2011,80,58.15,301.9,66.88,28.44,62.96,69.518,0.546,1.712,0.543,0.604,0.018,8
Gary Woodland,2011,93,58.07,310.5,69.41,29.69,58.2,69.875,-0.116,1.041,0.742,0.38,0.035,6
Scott Gutschewski,2011,67,58.06,298,62.62,29.58,56.68,71.582,-0.638,-0.667,-0.072,-0.013,0.056,
Sergio Garcia,2011,61,58,299.2,66.85,29.13,60.16,69.564,-0.119,0.984,0.528,0.312,0.263,3
Camilo Villegas,2011,69,57.98,294.4,62.5,29.04,55.99,71.024,-0.194,0.091,-0.125,0.399,0.01,2
Andres Romero,2011,77,57.8,294.7,63.41,28.41,56.48,70.495,0.4,0.474,0.201,-0.038,-0.09,4
Kevin Na,2011,84,57.66,279.8,61.04,27.75,63.5,70.432,0.65,0.77,-0.757,0.286,0.593,5
Charles Howell III,2011,108,57.51,297.3,68.91,29.31,63.92,69.66,0.38,1.239,0.168,0.333,0.358,6
Will Strickler,2011,51,57.38,304.1,62.06,29.26,54.21,72.177,0.294,-1,-0.267,-0.648,-0.38,
Alex Prugh,2011,82,57.35,298.6,65.95,30.05,47.91,71.904,-0.582,-0.958,0.204,-0.109,-0.47,
Tim Herron,2011,85,57.29,291.8,65.64,28.99,59.08,70.634,0.148,0.122,-0.125,-0.122,0.221,2
Dustin Johnson,2011,72,57.17,314.2,68.39,29.56,51.24,70.457,-0.549,0.576,0.912,0.195,0.019,5
Zack Miller,2011,86,57.06,299.5,61.79,29.45,54.26,71.89,-0.483,-1.051,0.057,-0.612,-0.012,1
Michael Bradley,2011,74,57.03,290.7,67.62,29.71,51.72,70.877,-0.196,-0.086,-0.572,0.448,0.234,1
Tag Ridings,2011,87,56.99,303.3,63.58,29.15,55.37,71.325,0.066,-0.237,0.114,-0.165,-0.251,
Jim Herman,2011,69,56.98,301.7,67.94,30.23,56.53,71.377,-0.344,-0.18,0.244,0.011,-0.09,
Bubba Watson,2011,85,56.92,314.9,69.83,29.86,50.82,70.625,-0.182,0.593,0.898,0.193,-0.317,3
Scott Stallings,2011,84,56.91,303.7,66.6,29.71,53.52,71.036,-0.154,0.059,0.443,0.244,-0.475,2
Scott Piercy,2011,78,56.81,305.4,65.84,29.08,57.58,70.792,0.242,0.346,0.201,0.24,-0.337,2
Robert Karlsson,2011,61,56.78,299.2,63.37,28.92,60.41,70.211,0.066,0.678,0.038,0.388,0.187,3
Rory Sabbatini,2011,85,56.74,292.5,65.84,29.3,58.23,70.46,-0.403,0.719,0.218,0.657,0.248,3
Rickie Fowler,2011,84,56.7,299.5,64.47,28.35,55.02,70.007,0.351,0.917,0.384,0.194,-0.013,4
Joe Ogilvie,2011,75,56.62,291.6,62.6,28.63,56.98,71.215,0.167,-0.306,-0.271,-0.236,0.034,1
Stewart Cink,2011,72,56.58,291.8,64.31,28.97,57.08,70.7,0.169,0.67,-0.055,0.396,0.16,1
Matt Bettencourt,2011,84,56.51,288.3,62.1,29.01,54.97,71.689,0.079,-0.766,-0.267,-0.309,-0.269,2
Chris Kirk,2011,87,56.47,295.7,66.67,29.05,57.66,70.414,-0.202,0.432,-0.118,0.611,0.142,4
Arjun Atwal,2011,91,56.31,284.8,63.25,28.79,55.65,71.444,0.044,-0.409,-0.705,0.241,0.011,1
James Driscoll,2011,71,55.79,298.5,63.5,29.05,56.91,71.277,-0.025,-0.209,-0.243,-0.226,0.285,2
Sean O'Hair,2011,71,55.78,294.6,63.17,29.54,54.74,70.81,-0.253,-0.089,-0.122,0.14,0.145,1
Shaun Micheel,2011,77,55.71,286.1,63.01,29.29,58.64,71.675,0.138,-0.575,-0.64,-0.319,0.245,
Aaron Baddeley,2011,77,55.67,296.2,65.48,28.39,59.44,70.23,0.324,1.148,0.19,0.196,0.438,4
Matt Jones,2011,71,55.52,293.9,62.36,28.76,56.96,71.517,0.002,-0.377,-0.135,-0.506,0.262,1
D.J. Brigman,2011,67,55.27,290.2,60.92,29.12,53.49,71.803,-0.245,-1.053,-0.606,-0.119,-0.083,
Steven Bowditch,2011,86,55.12,308.3,63.62,28.84,52.33,71.221,0.161,-0.267,0.339,-0.615,-0.153,1
Ángel Cabrera,2011,50,54.97,301.6,63.89,29.07,52.17,70.696,0.509,0.172,0.217,0.126,-0.679,2
Michael Putnam,2011,67,54.72,297.2,64.37,29.27,58.17,70.989,0.423,-0.162,0.02,-0.418,-0.187,
Jason Day,2011,76,54.7,302.6,64.92,28.37,64.64,69.706,0.576,0.976,0.204,0.026,0.169,8
Jhonattan Vegas,2011,84,54.65,304.9,67.22,29.95,54.66,70.966,-0.315,-0.172,0.507,-0.246,-0.117,2
Marc Leishman,2011,87,54.41,296,64.43,29.14,58.53,70.948,-0.099,0.026,-0.116,0.034,0.207,2
Martin Piller,2011,63,54,292.2,61.02,29.29,52.66,72.542,0.208,-1.351,-0.326,-0.61,-0.623,
Ryan Palmer,2011,82,53.76,299.5,63.75,28.7,59.96,70.847,-0.047,-0.125,-0.06,-0.064,0.047,3
Phil Mickelson,2011,79,53.2,299.8,66.96,29.08,62.01,69.891,-0.19,1.182,0.14,0.9,0.333,5
Jimmy Walker,2011,79,53.13,298.8,63.92,28.57,59.45,70.424,0.222,0.376,-0.285,0.271,0.168,4
Padraig Harrington,2011,60,52.98,294.7,64.12,28.98,59.84,70.809,0.237,0.245,-0.392,0.209,0.19,3
Robert Garrigus,2011,83,52.97,313.4,66.13,29.4,53.56,70.931,-0.384,0.139,0.662,0.28,-0.419,3
Bio Kim,2011,71,52.87,296.1,59.49,28.72,54.85,71.696,0.033,-0.854,-0.563,-0.838,0.515,
J.B. Holmes,2011,57,52.09,318.4,66.46,29.3,54.06,70.523,-0.064,0.847,0.726,0.388,-0.202,4
David Duval,2011,67,51.88,296.3,64.1,29.46,52.66,71.873,-0.364,-0.801,-0.243,0.065,-0.259,1
Harrison Frazar,2011,58,51.49,301.8,62.45,29.43,54.08,70.891,-0.386,-0.266,0.259,-0.025,-0.114,1
Derek Lamely,2011,65,50.57,297.9,62.87,29.54,50.83,72.606,-0.321,-1.383,-0.7,-0.636,0.273,
Anthony Kim,2011,72,46.99,294.2,61.58,28.59,58.45,70.775,0.239,-0.071,-0.455,0.103,0.043,2
Omar Uresti,2010,74,76.08,272,68.22,29.78,61.44,71.579,-0.757,-0.512,-0.001,0.042,0.202,1
Joe Durant,2010,67,75.94,285.6,71.95,29.89,59.09,70.365,-0.292,0.481,0.597,0.296,-0.118,1
Brian Gay,2010,101,74,266.4,63.44,28.02,66.51,70.756,0.73,0.518,-0.597,0.159,0.228,2
Tim Clark,2010,88,73.72,272.2,66.73,28.87,62.67,70.246,0.269,0.832,-0.025,0.591,-0.003,6
Craig Bowden,2010,56,72.86,270,62.64,29.53,58.31,72.229,-0.404,-1.104,-0.253,-0.458,0.013,
Heath Slocum,2010,97,72.42,278.9,69.59,29.62,62.87,70.673,-0.259,0.58,0.156,0.546,0.134,3
David Toms,2010,86,71.88,281.3,67.58,28.89,61.29,70.337,0.274,0.693,0.254,0.122,0.058,1
Zach Johnson,2010,93,71.24,279.7,66.54,28.73,57.66,70.527,0.583,0.792,0.118,0.221,-0.129,2
Ben Crane,2010,85,71.13,282.3,68.22,29.07,59.06,70.234,0.266,0.862,0.169,0.379,0.046,5
Jim Furyk,2010,76,71.01,276,67.12,28.74,63.47,69.828,0.402,1.564,0.15,0.641,0.367,6
Richard Johnson,2010,90,70.92,277.3,68.5,29.6,59.35,71.156,0.188,-0.293,-0.388,0.006,-0.104,2
Paul Goydos,2010,78,70.58,273.6,65.95,29.08,55.02,71.532,-0.158,-0.331,-0.257,0.244,-0.162,3
Jerry Kelly,2010,99,70.5,279,67.49,29.63,57.91,70.954,-0.444,0.209,0.051,0.246,0.361,1
Garrett Willis,2010,82,70.44,280.2,69.87,29.65,55.32,71.159,-0.137,-0.053,-0.155,0.261,-0.022,1
Jeff Quinney,2010,91,70.34,273.3,65.45,28.66,59.7,70.851,0.388,-0.039,-0.402,0.207,-0.232,1
Alex Cejka,2010,81,70.31,277.4,66.6,29.7,56.42,71.219,-0.466,-0.073,-0.146,0.464,0.077,4
Billy Mayfair,2010,78,70.29,284,69.68,30.5,55.5,71.426,-1.008,-0.467,0.053,0.424,0.067,2
Chris DiMarco,2010,88,70.13,279,67.39,29.15,61.87,70.983,-0.058,0.052,-0.244,0.196,0.163,1
Ben Curtis,2010,78,70.07,275.5,68.02,29.6,59.69,70.871,0.229,0.234,-0.159,0.054,0.11,1
Jay Williamson,2010,76,69.87,285.1,68.95,29.72,59.74,71.29,-0.174,-0.221,0.125,0.028,-0.219,1
Skip Kendall,2010,58,69.63,279.5,62.56,29.02,57.57,71.64,0.333,-0.832,-0.486,-0.651,-0.031,1
Justin Leonard,2010,89,69.46,277.8,65.09,29.02,57.32,70.419,0.181,0.539,-0.184,0.299,0.242,1
John Mallinger,2010,78,69.34,280.4,67.11,29.33,58.67,71.27,0.051,-0.175,-0.131,-0.323,0.226,1
Jason Dufner,2010,87,69.24,281.9,66.67,29.82,58.24,71.018,-0.6,0.006,0.435,0.176,-0.006,2
Chad Campbell,2010,94,69.01,285.1,69.06,29.54,59.46,70.629,-0.106,0.645,0.102,0.606,0.042,2
Mark Wilson,2010,87,68.85,280.6,70.28,29.71,62.16,71.098,0.139,0.009,-0.196,-0.292,0.354,1
Chris Riley,2010,73,68.7,278.3,67.33,29,64.47,70.345,0.185,0.538,0.164,-0.177,0.364,3
Cliff Kresge,2010,50,68.59,283.2,66.67,29.76,59.06,71.417,-0.573,-0.488,-0.191,0.41,-0.136,
Tom Gillis,2010,97,68.54,288.7,65.98,28.75,60.27,70.514,0.359,0.616,0.348,-0.297,0.21,2
Steve Stricker,2010,73,68.5,282.9,68.29,28.69,63.75,69.66,0.437,1.818,0.191,0.773,0.419,6
Brian Davis,2010,101,68.35,278.9,63.09,28.87,61.85,71.376,-0.249,-0.181,-0.007,0.089,-0.015,2
Rocco Mediate,2010,71,68.27,278.1,69.32,30.28,56.96,71.341,-0.543,-0.164,-0.082,0.568,-0.107,
Vaughn Taylor,2010,87,68.26,284.4,68.33,29.39,57.46,70.794,-0.056,0.387,0.074,0.333,0.039,5
Scott Verplank,2010,74,68.16,278.6,63.85,28.75,59.37,70.838,0.034,0.36,-0.12,0.456,-0.013,3
Steve Elkington,2010,74,68.01,289.2,68.71,29.09,64.23,70.318,0.328,0.557,0.368,-0.191,0.049,3
Ryan Moore,2010,80,67.99,289.7,66.67,29.05,60.76,70.623,0.299,0.687,0.45,0.026,-0.091,4
Kenny Perry,2010,69,67.99,290.6,69.04,29.97,61.74,70.841,-0.244,0.401,0.605,0.151,-0.111,1
Hunter Mahan,2010,85,67.94,291.8,68.65,29.6,58.65,70.476,0.068,0.665,0.642,0.069,-0.115,3
Matt Kuchar,2010,97,67.89,286.9,69.36,28.74,64.69,69.606,0.648,1.461,0.158,0.336,0.334,9
Jeff Maggert,2010,76,67.55,279.1,66.75,29.62,55.77,71.445,-0.357,-0.741,0.123,-0.06,-0.447,2
Tim Petrovic,2010,105,67.37,278.7,66.35,29.23,60.38,70.992,-0.006,0.249,0.029,0.031,0.195,2
Dean Wilson,2010,54,67.37,281.6,68.98,28.79,67.16,70.223,0.781,0.736,-0.341,0.158,0.139,1
Scott McCarron,2010,90,67.36,288.6,65.8,28.98,61.19,70.94,0.507,0.155,0.093,-0.529,0.079,1
Brent Delahoussaye,2010,57,67.28,275.6,66.78,29.69,54.43,72.032,0.231,-0.811,-0.467,-0.114,-0.465,
Aron Price,2010,70,67.23,284.6,70.49,29.69,58.53,70.856,0.017,0.259,-0.1,0.291,0.051,2
John Senden,2010,103,67.22,290.2,72.49,30.08,57.65,70.618,-0.139,0.608,0.372,0.455,-0.078,
Boo Weekley,2010,88,67.14,291.9,70.07,29.95,60.32,70.851,-0.376,0.183,0.662,0.058,-0.162,3
Tom Pernice Jr.,2010,74,66.95,280,69.78,29.48,59.61,70.757,-0.165,0.121,-0.212,0.225,0.271,1
Jason Bohn,2010,84,66.89,279.8,67.79,29.25,57.49,70.856,0.13,0.43,0.082,0.324,-0.103,2
Kevin Sutherland,2010,86,66.89,287.9,71.96,29.9,62.44,70.604,-0.094,0.468,0.201,0.054,0.303,1
Kris Blanks,2010,91,66.87,286.4,71.15,30.6,54.06,71.371,-0.568,-0.161,0.201,0.417,-0.21,3
Blake Adams,2010,84,66.84,291.3,66.73,29.2,57.43,71.077,0.196,-0.233,0.292,-0.726,0.002,2
John Merrick,2010,109,66.71,291.4,70.24,29.94,56.93,71.102,-0.126,0.019,0.217,0.01,-0.084,1
Woody Austin,2010,93,66.48,281.1,67.92,29.55,58.56,71.121,-0.063,0.034,-0.01,0.048,0.056,3
Stephen Ames,2010,75,66.47,282,67.79,29.15,59.67,70.639,0.375,0.553,0.011,0.054,0.12,1
Kevin Na,2010,94,66.46,278.6,65.89,28.57,64.45,70.314,0.493,0.854,-0.247,0.333,0.276,3
Will MacKenzie,2010,72,66.33,290.8,68.52,29.78,59.31,70.918,-0.448,0.202,0.363,0.177,0.103,
Justin Bolli,2010,55,66.28,281.8,64.85,30.2,54.52,72.881,-0.558,-1.918,-0.475,-0.463,-0.423,
Steve Flesch,2010,78,66.02,277.4,62.76,29.19,55.04,72.041,-0.078,-0.651,-0.386,-0.493,0.309,1
K.J. Choi,2010,82,65.99,283.1,68.52,29.23,62.67,70.099,0.054,0.984,0.151,0.507,0.269,2
Charles Warren,2010,64,65.93,302.5,71.74,30.28,54.58,70.917,-0.411,0.109,0.581,0.327,-0.387,1
Chris Couch,2010,66,65.87,292.4,66.5,28.77,56.28,70.948,0.302,0.307,0.444,-0.242,-0.199,2
James Nitties,2010,92,65.69,286.2,66.47,29.27,58.19,71.277,0.133,-0.262,-0.188,0.058,-0.258,1
Kevin Streelman,2010,90,65.64,290.3,66.67,29.07,56.59,70.727,0.044,0.13,0.478,-0.236,-0.155,3
Brendon de Jonge,2010,114,65.51,286.9,70.07,29.51,55.52,70.344,0,0.762,0.16,0.721,-0.125,6
Briny Baird,2010,87,65.45,282,69.41,29.65,61.49,70.639,-0.026,0.169,-0.2,0.334,0.054,1
Rod Pampling,2010,77,65.45,283.5,64.94,29.49,59.47,71.501,-0.247,-0.314,0.068,-0.356,0.22,
Paul Stankowski,2010,62,65.38,290.3,70.88,29.35,55.48,70.354,0.332,0.561,0.016,0.377,-0.16,2
Mathew Goggin,2010,85,65.24,289.3,69.74,30.33,54.21,71.672,-0.377,-0.501,0.264,-0.177,-0.209,1
Pat Perez,2010,90,65.23,287.1,68.95,28.91,62.23,70.593,0.379,0.572,-0.005,-0.001,0.199,3
Bo Van Pelt,2010,104,65.23,292,69.23,29.31,62.33,69.955,0.098,1.192,0.724,0.26,0.107,6
Justin Rose,2010,78,65.17,287.8,66.31,28.64,63.85,69.885,0.243,1.195,0.338,0.168,0.447,4
Spencer Levin,2010,110,65.12,280.6,69.88,29.33,58.95,70.385,0.132,0.564,0.054,0.413,-0.034,1
J.J. Henry,2010,92,65.07,292.8,68.72,29.7,59.62,70.772,0.217,0.36,0.383,-0.19,-0.052,2
J.P. Hayes,2010,79,64.91,281,66,28.95,55.77,70.981,0.027,-0.035,0.039,-0.4,0.304,3
Retief Goosen,2010,75,64.79,291.4,65.96,28.65,63.91,69.718,0.679,1.598,0.337,0.185,0.395,8
Robert Allenby,2010,76,64.75,289.1,68.17,29.31,56.37,70.131,0.137,1.156,0.403,0.642,-0.031,4
Henrik Bjornstad,2010,72,64.74,288.1,69.11,30.21,49.59,71.722,-0.211,-0.626,-0.022,0.096,-0.49,
Graham DeLaet,2010,88,64.74,305.7,71.27,30.07,61.56,70.645,-0.36,0.396,0.678,0.111,-0.038,1
John Rollins,2010,81,64.58,295.5,68.18,29.59,59.27,70.728,-0.216,0.497,0.56,-0.074,0.224,2
D.A. Points,2010,90,64.52,283,67.9,29.74,58.65,70.958,-0.1,0.199,0.045,0.191,0.066,3
Y.E. Yang,2010,72,64.31,288.6,65.95,29.07,56.18,71.033,0.188,0.166,0.316,-0.252,-0.083,2
Mathias Grönberg,2010,61,64.28,293.7,66.77,29.87,58.36,71.614,-0.184,-0.286,0.222,-0.236,-0.085,1
Brandt Snedeker,2010,89,64.27,277.1,62.36,27.97,61.19,70.258,0.464,0.572,-0.287,0.088,0.308,4
Davis Love III,2010,79,64.2,297.7,70.25,30.24,54.37,70.888,-0.51,0.173,0.297,0.364,0.019,3
Rickie Fowler,2010,98,64.19,292.7,69.9,29.3,59.51,70.429,0.129,0.793,0.408,0.395,-0.138,5
Charlie Wi,2010,95,64.19,281.2,66.55,28.58,65.56,70.284,0.574,0.679,-0.286,0.28,0.127,3
Bill Haas,2010,87,64.17,293.3,69.92,29.48,57.96,70.308,-0.065,0.918,0.464,0.515,0.005,2
Steve Wheatcroft,2010,74,64.12,287.1,63.47,29.39,51.84,71.53,0.211,-0.626,0.002,-0.65,-0.185,1
Trevor Immelman,2010,55,64.07,286.4,66.06,29.89,59.52,71.162,0.074,-0.324,-0.501,0.005,0.095,
Nicholas Thompson,2010,88,64.04,289.2,67.86,30.2,49.38,71.815,-0.885,-0.875,0.261,0.081,-0.331,1
Stewart Cink,2010,84,63.98,292.4,68.61,29.48,57.08,70.431,0.19,0.827,0.431,0.309,-0.111,3
Sean O'Hair,2010,84,63.98,289.3,68.22,29.8,61.83,70.603,-0.071,0.615,0.431,0.198,0.068,3
Kevin Johnson,2010,62,63.85,276.5,62.5,29.46,51.32,72.878,-0.35,-2.147,-0.822,-0.895,-0.077,
Sergio Garcia,2010,58,63.75,292.7,66.13,29.88,54.57,71.076,-0.36,0.068,0.272,0.199,-0.046,1
Cameron Beckman,2010,68,63.72,285.7,66.15,29.61,58.21,71.395,-0.297,-0.545,-0.228,-0.02,-0.004,2
Josh Teater,2010,101,63.69,293.1,68.8,29.74,56.83,71.116,-0.314,-0.109,0.428,-0.142,-0.08,2
Michael Letzig,2010,84,63.47,289.7,67.92,29.42,56.08,70.951,-0.071,0.029,0.115,-0.121,0.118,1
Michael Connell,2010,89,63.4,281.3,66.94,29.12,59.13,70.9,0.337,0.142,-0.284,0.081,0.007,1
Jarrod Lyle,2010,54,63.4,296.2,65.34,29.24,57.84,70.835,0.049,0.027,0.266,-0.441,0.157,2
